dremio_col,virt_full_path,dataset,domain,rule,total_lignes,valides,score_pct,flag,timestamp
code_pays_de_domiciliation,VIRTUALISATION.staging-nova-referentieltiers.legal_entity_description.domicile_country,CIHOne.CLIENTS.Personnes_Morales.clients,PTP-TIE-POR,Completude,91314,91297,99.98,PASS,2026-06-15T09:57:37
datecreationjuridique,VIRTUALISATION.staging-nova-referentieltiers.legal_entity_description.creation_date,CIHOne.CLIENTS.Personnes_Morales.gerants,PTP-TIE-POR,Completude,91314,90003,98.56,PASS,2026-06-15T09:57:37
raisonsocial,VIRTUALISATION.staging-nova-referentieltiers.legal_entity_description.corporate_name,CIHOne.CLIENTS.Personnes_Morales.gerants,PTP-TIE-POR,Completude,91314,91314,100.00,PASS,2026-06-15T09:57:37
chiffre_affaire,VIRTUALISATION.staging-nova-referentieltiers.legal_entity_financial_data.turnover,CIHOne.CLIENTS.Personnes_Morales.clients,PTP-TIE-POR,Completude,90406,83512,92.37,PASS,2026-06-15T09:57:37
capital,VIRTUALISATION.staging-nova-referentieltiers.legal_entity_financial_data.capital,CIHOne.CLIENTS.Personnes_Morales.clients,PTP-TIE-POR,Completude,90406,83136,91.96,PASS,2026-06-15T09:57:37
code_pays_de_residence,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.residence_country,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Completude,4617495,4610491,99.85,PASS,2026-06-15T09:57:37
nombre_d_enfants,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.number_of_child,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Completude,4617495,4610816,99.86,PASS,2026-06-15T09:57:37
code_pays_de_nationalite,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.nationality_country,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Completude,4617495,4608849,99.81,PASS,2026-06-15T09:57:37
genre,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.gender,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Completude,4617495,4613038,99.90,PASS,2026-06-15T09:57:37
situation_familiale,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.family_situation,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Completude,4617495,4600524,99.63,PASS,2026-06-15T09:57:37
civilite,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.civility,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Completude,4617495,4615474,99.96,PASS,2026-06-15T09:57:37
pays_de_naissance,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.birth_country,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Completude,4617495,4608760,99.81,PASS,2026-06-15T09:57:37
ville_de_naissance,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.birth_city,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Completude,4617495,4002324,86.68,WARN,2026-06-15T09:57:37
code_secteur_activite,VIRTUALISATION.staging-nova-referentieltiers.professional_activity.activity_code,CIHOne.CLIENTS.Professionnels.clients,PTP-TIE-POR,Completude,29546,29546,100.00,PASS,2026-06-15T09:57:37
branche_activite,VIRTUALISATION.staging-nova-referentieltiers.professional_activity.activity_branch,CIHOne.CLIENTS.Professionnels.clients,PTP-TIE-POR,Completude,29546,29546,100.00,PASS,2026-06-15T09:57:37
chiffre_affaire,VIRTUALISATION.staging-nova-referentieltiers.professional_description.turnover,CIHOne.CLIENTS.Professionnels.clients,PTP-TIE-POR,Completude,29554,21151,71.57,WARN,2026-06-15T09:57:37
raison_sociale,VIRTUALISATION.staging-nova-referentieltiers.professional_description.company_name,CIHOne.CLIENTS.Professionnels.clients,PTP-TIE-POR,Completude,29554,29554,100.00,PASS,2026-06-15T09:57:37
company_name,VIRTUALISATION.staging-nova-referentieltiers.professional_description.company_name,CIHOne.CLIENTS.Professionnels.relations_professional_personnes_physiques,PTP-TIE-POR,Completude,29554,29554,100.00,PASS,2026-06-15T09:57:37
capital,VIRTUALISATION.staging-nova-referentieltiers.professional_description.capital,CIHOne.CLIENTS.Professionnels.clients,PTP-TIE-POR,Completude,29554,0,0.00,FAIL,2026-06-15T09:57:37
radical_professional,VIRTUALISATION.staging-nova-referentieltiers.customers.customer_number,CIHOne.CLIENTS.Professionnels.relations_professional_personnes_physiques,PTP-TIE-POR,Completude,29555,29555,100.00,PASS,2026-06-15T10:05:22
nom_gerant,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.civility,CIHOne.CLIENTS.Personnes_Morales.gerants,PTP-TIE-POR,Completude,4617495,4615474,99.96,PASS,2026-06-15T10:05:22
nom_personnes_physique,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.civility,CIHOne.CLIENTS.Professionnels.relations_professional_personnes_physiques,PTP-TIE-POR,Completude,4617495,4615474,99.96,PASS,2026-06-15T10:05:22
date_de_naissance,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.birthdate,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Completude,4617495,4610815,99.86,PASS,2026-06-15T10:05:22
type_secteur_activite,VIRTUALISATION.staging-nova-referentieltiers.customer_activity.main,CIHOne.CLIENTS.Personnes_Morales.clients,PTP-TIE-POR,Complétude,91947,91947,100.00,PASS,2026-06-16T09:48:11
branche_activite,VIRTUALISATION.staging-nova-referentieltiers.customer_activity.branch,CIHOne.CLIENTS.Personnes_Morales.clients,PTP-TIE-POR,Complétude,91947,91947,100.00,PASS,2026-06-16T09:48:11
identifiant_fatca,VIRTUALISATION.staging-nova-referentieltiers.customer_activity.ape_code,CIHOne.CLIENTS.Personnes_Morales.clients,PTP-TIE-POR,Complétude,91947,91947,100.00,PASS,2026-06-16T09:48:11
lieu_creation,VIRTUALISATION.staging-nova-referentieltiers.customer_creation_context.user_identifier,CIHOne.CLIENTS.Personnes_Morales.clients,PTP-TIE-POR,Complétude,9506242,9423116,99.13,PASS,2026-06-16T09:48:11
code_categorie_socio_professionelle,VIRTUALISATION.staging-nova-referentieltiers.customer_job.socioprofessional_category,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4564935,2091776,45.82,FAIL,2026-06-16T09:48:11
situation_professionelle,VIRTUALISATION.staging-nova-referentieltiers.customer_job.professional_situation,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4564935,4564935,100.00,PASS,2026-06-16T09:48:11
code_secteur_professionel,VIRTUALISATION.staging-nova-referentieltiers.customer_job.professional_sector,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4564935,2091829,45.82,FAIL,2026-06-16T09:48:11
code_profession,VIRTUALISATION.staging-nova-referentieltiers.customer_job.occupation,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4564935,2091819,45.82,FAIL,2026-06-16T09:48:11
employeur,VIRTUALISATION.staging-nova-referentieltiers.customer_job.employer,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4564935,1260556,27.61,FAIL,2026-06-16T09:48:11
code_postal,VIRTUALISATION.staging-nova-referentieltiers.customer_mail.zip_code,CIHOne.CLIENTS.Personnes_Morales.adresses,PTP-TIE-POR,Complétude,8176499,6963495,85.16,WARN,2026-06-16T09:48:11
code_ville,VIRTUALISATION.staging-nova-referentieltiers.customer_mail.city,CIHOne.CLIENTS.Personnes_Morales.adresses,PTP-TIE-POR,Complétude,8176499,8147930,99.65,PASS,2026-06-16T09:48:11
code_pays,VIRTUALISATION.staging-nova-referentieltiers.customer_mail.country_code,CIHOne.CLIENTS.Personnes_Morales.adresses,PTP-TIE-POR,Complétude,8176499,8174711,99.98,PASS,2026-06-16T09:48:11
code_segment,VIRTUALISATION.staging-nova-referentieltiers.customer_segmentation.segment_number,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,78,77,98.72,PASS,2026-06-16T09:48:11
type_client,VIRTUALISATION.staging-nova-referentieltiers.customers.customer_type,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4740692,4740692,100.00,PASS,2026-06-16T09:48:11
radical_professional,VIRTUALISATION.staging-nova-referentieltiers.customers.customer_number,CIHOne.CLIENTS.Professionnels.relations_professional_personnes_physiques,PTP-TIE-POR,Complétude,29576,29576,100.00,PASS,2026-06-16T09:48:11
radical_personnes_physique,VIRTUALISATION.staging-nova-referentieltiers.customers.customer_number,CIHOne.CLIENTS.Professionnels.relations_professional_personnes_physiques,PTP-TIE-POR,Complétude,4619762,4619762,100.00,PASS,2026-06-16T09:48:11
codepaysdenationalite,VIRTUALISATION.staging-nova-referentieltiers.legal_entity_description.nationality_country,CIHOne.CLIENTS.Personnes_Morales.associes,PTP-TIE-POR,Complétude,91354,90161,98.69,PASS,2026-06-16T09:48:11
code_pays_de_nationalite,VIRTUALISATION.staging-nova-referentieltiers.legal_entity_description.nationality_country,CIHOne.CLIENTS.Personnes_Morales.clients,PTP-TIE-POR,Complétude,91354,90161,98.69,PASS,2026-06-16T09:48:11
codepaysdedomiciliation,VIRTUALISATION.staging-nova-referentieltiers.legal_entity_description.domicile_country,CIHOne.CLIENTS.Personnes_Morales.associes,PTP-TIE-POR,Complétude,91354,91337,99.98,PASS,2026-06-16T09:48:11
code_pays_de_domiciliation,VIRTUALISATION.staging-nova-referentieltiers.legal_entity_description.domicile_country,CIHOne.CLIENTS.Personnes_Morales.clients,PTP-TIE-POR,Complétude,91354,91337,99.98,PASS,2026-06-16T09:48:11
datecreationjuridique,VIRTUALISATION.staging-nova-referentieltiers.legal_entity_description.creation_date,CIHOne.CLIENTS.Personnes_Morales.gerants,PTP-TIE-POR,Complétude,91354,90043,98.56,PASS,2026-06-16T09:48:11
raisonsocial,VIRTUALISATION.staging-nova-referentieltiers.legal_entity_description.corporate_name,CIHOne.CLIENTS.Personnes_Morales.gerants,PTP-TIE-POR,Complétude,91354,91354,100.00,PASS,2026-06-16T09:48:11
chiffre_affaire,VIRTUALISATION.staging-nova-referentieltiers.legal_entity_financial_data.turnover,CIHOne.CLIENTS.Personnes_Morales.clients,PTP-TIE-POR,Complétude,90443,83549,92.38,PASS,2026-06-16T09:48:11
capital,VIRTUALISATION.staging-nova-referentieltiers.legal_entity_financial_data.capital,CIHOne.CLIENTS.Personnes_Morales.clients,PTP-TIE-POR,Complétude,90443,83173,91.96,PASS,2026-06-16T09:48:11
code_pays_de_residence,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.residence_country,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4619761,4612755,99.85,PASS,2026-06-16T09:48:11
nombre_d_enfants,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.number_of_child,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4619761,4613080,99.86,PASS,2026-06-16T09:48:11
code_pays_de_nationalite,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.nationality_country,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4619761,4611113,99.81,PASS,2026-06-16T09:48:11
genre,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.gender,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4619761,4615301,99.90,PASS,2026-06-16T09:48:11
situation_familiale,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.family_situation,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4619761,4602787,99.63,PASS,2026-06-16T09:48:11
civilite,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.civility,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4619761,4617740,99.96,PASS,2026-06-16T09:48:11
nom_gerant,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.civility,CIHOne.CLIENTS.Personnes_Morales.gerants,PTP-TIE-POR,Complétude,4619761,4617740,99.96,PASS,2026-06-16T09:48:11
nom_personnes_physique,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.civility,CIHOne.CLIENTS.Professionnels.relations_professional_personnes_physiques,PTP-TIE-POR,Complétude,4619761,4617740,99.96,PASS,2026-06-16T09:48:11
date_de_naissance,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.birthdate,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4619761,4613079,99.86,PASS,2026-06-16T09:48:11
pays_de_naissance,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.birth_country,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4619761,4611024,99.81,PASS,2026-06-16T09:48:11
ville_de_naissance,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.birth_city,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4619761,4004580,86.68,WARN,2026-06-16T09:48:11
code_secteur_activite,VIRTUALISATION.staging-nova-referentieltiers.professional_activity.activity_code,CIHOne.CLIENTS.Professionnels.clients,PTP-TIE-POR,Complétude,29567,29567,100.00,PASS,2026-06-16T09:48:11
branche_activite,VIRTUALISATION.staging-nova-referentieltiers.professional_activity.activity_branch,CIHOne.CLIENTS.Professionnels.clients,PTP-TIE-POR,Complétude,29567,29567,100.00,PASS,2026-06-16T09:48:11
chiffre_affaire,VIRTUALISATION.staging-nova-referentieltiers.professional_description.turnover,CIHOne.CLIENTS.Professionnels.clients,PTP-TIE-POR,Complétude,29575,21172,71.59,WARN,2026-06-16T09:48:11
raison_sociale,VIRTUALISATION.staging-nova-referentieltiers.professional_description.company_name,CIHOne.CLIENTS.Professionnels.clients,PTP-TIE-POR,Complétude,29575,29575,100.00,PASS,2026-06-16T09:48:11
company_name,VIRTUALISATION.staging-nova-referentieltiers.professional_description.company_name,CIHOne.CLIENTS.Professionnels.relations_professional_personnes_physiques,PTP-TIE-POR,Complétude,29575,29575,100.00,PASS,2026-06-16T09:48:11
capital,VIRTUALISATION.staging-nova-referentieltiers.professional_description.capital,CIHOne.CLIENTS.Professionnels.clients,PTP-TIE-POR,Complétude,29575,0,0.00,FAIL,2026-06-16T09:48:11
genre,VIRTUALISATION.staging-nova-referentieltiers.company_shareholders.gendre,CIHOne.CLIENTS.Personnes_Morales.associes,PTP-TIE-POR,Complétude,98378,49764,50.58,FAIL,2026-06-16T10:04:29
date_naissance,VIRTUALISATION.staging-nova-referentieltiers.company_shareholders.birthdate,CIHOne.CLIENTS.Personnes_Morales.associes,PTP-TIE-POR,Complétude,98378,0,0.00,FAIL,2026-06-16T10:04:29
adresse,VIRTUALISATION.staging-nova-referentieltiers.customer_mail.complete_adress,CIHOne.CLIENTS.Personnes_Morales.adresses,PTP-TIE-POR,Complétude,8176499,8176499,100.00,PASS,2026-06-16T10:04:29
code_secteur_activite,VIRTUALISATION.staging-nova-referentieltiers.professional_activity.activity_code,CIHOne.CLIENTS.Professionnels.clients,PTP-TIE-POR,Complétude,29602,29602,100.00,PASS,2026-06-19T11:28:17
branche_activite,VIRTUALISATION.staging-nova-referentieltiers.professional_activity.activity_branch,CIHOne.CLIENTS.Professionnels.clients,PTP-TIE-POR,Complétude,29602,29602,100.00,PASS,2026-06-19T11:28:17
raison_sociale,VIRTUALISATION.staging-nova-referentieltiers.professional_description.company_name,CIHOne.CLIENTS.Professionnels.clients,PTP-TIE-POR,Complétude,29610,29610,100.00,PASS,2026-06-19T11:28:17
company_name,VIRTUALISATION.staging-nova-referentieltiers.professional_description.company_name,CIHOne.CLIENTS.Professionnels.relations_professional_personnes_physiques,PTP-TIE-POR,Complétude,29610,29610,100.00,PASS,2026-06-19T11:28:17
capital,VIRTUALISATION.staging-nova-referentieltiers.professional_description.capital,CIHOne.CLIENTS.Professionnels.clients,PTP-TIE-POR,Complétude,29610,0,0.00,FAIL,2026-06-19T11:28:17
type_secteur_activite,VIRTUALISATION.staging-nova-referentieltiers.customer_activity.main,CIHOne.CLIENTS.Personnes_Morales.clients,PTP-TIE-POR,Complétude,92027,92027,100.00,PASS,2026-06-19T11:37:36
branche_activite,VIRTUALISATION.staging-nova-referentieltiers.customer_activity.branch,CIHOne.CLIENTS.Personnes_Morales.clients,PTP-TIE-POR,Complétude,92027,92027,100.00,PASS,2026-06-19T11:37:36
identifiant_fatca,VIRTUALISATION.staging-nova-referentieltiers.customer_activity.ape_code,CIHOne.CLIENTS.Personnes_Morales.clients,PTP-TIE-POR,Complétude,92027,92027,100.00,PASS,2026-06-19T11:37:36
lieu_creation,VIRTUALISATION.staging-nova-referentieltiers.customer_creation_context.user_identifier,CIHOne.CLIENTS.Personnes_Morales.clients,PTP-TIE-POR,Complétude,9512975,9428804,99.12,PASS,2026-06-19T11:37:36
code_categorie_socio_professionelle,VIRTUALISATION.staging-nova-referentieltiers.customer_job.socioprofessional_category,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4569367,2093114,45.81,FAIL,2026-06-19T11:37:36
situation_professionelle,VIRTUALISATION.staging-nova-referentieltiers.customer_job.professional_situation,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4569367,4569367,100.00,PASS,2026-06-19T11:37:36
code_secteur_professionel,VIRTUALISATION.staging-nova-referentieltiers.customer_job.professional_sector,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4569367,2093167,45.81,FAIL,2026-06-19T11:37:36
code_profession,VIRTUALISATION.staging-nova-referentieltiers.customer_job.occupation,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4569367,2093157,45.81,FAIL,2026-06-19T11:37:36
employeur,VIRTUALISATION.staging-nova-referentieltiers.customer_job.employer,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4569367,1260918,27.60,FAIL,2026-06-19T11:37:36
adresse,VIRTUALISATION.staging-nova-referentieltiers.customer_mail.complete_adress,CIHOne.CLIENTS.Personnes_Morales.adresses,PTP-TIE-POR,Complétude,8181178,8181178,100.00,PASS,2026-06-19T11:37:36
code_postal,VIRTUALISATION.staging-nova-referentieltiers.customer_mail.zip_code,CIHOne.CLIENTS.Personnes_Morales.adresses,PTP-TIE-POR,Complétude,8181178,6966618,85.15,WARN,2026-06-19T11:37:36
code_ville,VIRTUALISATION.staging-nova-referentieltiers.customer_mail.city,CIHOne.CLIENTS.Personnes_Morales.adresses,PTP-TIE-POR,Complétude,8181178,8152597,99.65,PASS,2026-06-19T11:37:36
code_pays,VIRTUALISATION.staging-nova-referentieltiers.customer_mail.country_code,CIHOne.CLIENTS.Personnes_Morales.adresses,PTP-TIE-POR,Complétude,8181178,8179391,99.98,PASS,2026-06-19T11:37:36
code_segment,VIRTUALISATION.staging-nova-referentieltiers.customer_segmentation.segment_number,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,78,77,98.72,PASS,2026-06-19T11:37:36
type_client,VIRTUALISATION.staging-nova-referentieltiers.customers.customer_type,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4745294,4745294,100.00,PASS,2026-06-19T11:37:36
radical_professional,VIRTUALISATION.staging-nova-referentieltiers.customers.customer_number,CIHOne.CLIENTS.Professionnels.relations_professional_personnes_physiques,PTP-TIE-POR,Complétude,29611,29611,100.00,PASS,2026-06-19T11:37:36
radical_personnes_physique,VIRTUALISATION.staging-nova-referentieltiers.customers.customer_number,CIHOne.CLIENTS.Professionnels.relations_professional_personnes_physiques,PTP-TIE-POR,Complétude,4624249,4624249,100.00,PASS,2026-06-19T11:37:36
codepaysdenationalite,VIRTUALISATION.staging-nova-referentieltiers.legal_entity_description.nationality_country,CIHOne.CLIENTS.Personnes_Morales.associes,PTP-TIE-POR,Complétude,91434,90241,98.70,PASS,2026-06-19T11:37:36
code_pays_de_nationalite,VIRTUALISATION.staging-nova-referentieltiers.legal_entity_description.nationality_country,CIHOne.CLIENTS.Personnes_Morales.clients,PTP-TIE-POR,Complétude,91434,90241,98.70,PASS,2026-06-19T11:37:36
codepaysdedomiciliation,VIRTUALISATION.staging-nova-referentieltiers.legal_entity_description.domicile_country,CIHOne.CLIENTS.Personnes_Morales.associes,PTP-TIE-POR,Complétude,91434,91417,99.98,PASS,2026-06-19T11:37:36
code_pays_de_domiciliation,VIRTUALISATION.staging-nova-referentieltiers.legal_entity_description.domicile_country,CIHOne.CLIENTS.Personnes_Morales.clients,PTP-TIE-POR,Complétude,91434,91417,99.98,PASS,2026-06-19T11:37:36
datecreationjuridique,VIRTUALISATION.staging-nova-referentieltiers.legal_entity_description.creation_date,CIHOne.CLIENTS.Personnes_Morales.gerants,PTP-TIE-POR,Complétude,91434,90123,98.57,PASS,2026-06-19T11:37:36
raisonsocial,VIRTUALISATION.staging-nova-referentieltiers.legal_entity_description.corporate_name,CIHOne.CLIENTS.Personnes_Morales.gerants,PTP-TIE-POR,Complétude,91434,91434,100.00,PASS,2026-06-19T11:37:36
chiffre_affaire,VIRTUALISATION.staging-nova-referentieltiers.legal_entity_financial_data.turnover,CIHOne.CLIENTS.Personnes_Morales.clients,PTP-TIE-POR,Complétude,90519,83625,92.38,PASS,2026-06-19T11:37:36
capital,VIRTUALISATION.staging-nova-referentieltiers.legal_entity_financial_data.capital,CIHOne.CLIENTS.Personnes_Morales.clients,PTP-TIE-POR,Complétude,90519,83249,91.97,PASS,2026-06-19T11:37:36
code_pays_de_residence,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.residence_country,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4624248,4617225,99.85,PASS,2026-06-19T11:37:36
nombre_d_enfants,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.number_of_child,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4624248,4617562,99.86,PASS,2026-06-19T11:37:36
code_pays_de_nationalite,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.nationality_country,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4624248,4615583,99.81,PASS,2026-06-19T11:37:36
genre,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.gender,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4624248,4619771,99.90,PASS,2026-06-19T11:37:36
situation_familiale,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.family_situation,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4624248,4607257,99.63,PASS,2026-06-19T11:37:36
civilite,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.civility,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4624248,4622215,99.96,PASS,2026-06-19T11:37:36
nom_gerant,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.civility,CIHOne.CLIENTS.Personnes_Morales.gerants,PTP-TIE-POR,Complétude,4624248,4622215,99.96,PASS,2026-06-19T11:37:36
nom_personnes_physique,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.civility,CIHOne.CLIENTS.Professionnels.relations_professional_personnes_physiques,PTP-TIE-POR,Complétude,4624248,4622215,99.96,PASS,2026-06-19T11:37:36
date_de_naissance,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.birthdate,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4624248,4617561,99.86,PASS,2026-06-19T11:37:36
pays_de_naissance,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.birth_country,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4624248,4615494,99.81,PASS,2026-06-19T11:37:36
ville_de_naissance,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.birth_city,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4624248,4009031,86.70,WARN,2026-06-19T11:37:36
chiffre_affaire,VIRTUALISATION.staging-nova-referentieltiers.professional_description.turnover,CIHOne.CLIENTS.Professionnels.clients,PTP-TIE-POR,Complétude,29610,21208,71.62,WARN,2026-06-19T11:37:36
